Scraping Time,Tweet ID,User ID,Movie ID,Rating,Retweet Count,Favorite Count,Time Zone
1391029981,307199684940800000,954420968,822847,7,0,0,Riyadh
1391029980,307199729064890000,24820997,382932,8,0,0,Brasilia
1391029980,307199900507066000,24820997,408236,9,0,0,Brasilia
1391029979,307200138118582000,24820997,385752,9,0,0,Brasilia
1391029979,307200269119258000,20460977,1234719,4,0,0,London
1391029978,307200366309687000,24820997,419887,8,0,0,Brasilia
1391029978,307203702572326000,211371170,74256,10,0,0,Eastern Time (US & Canada)
1391029977,307205731629801000,221284547,1606378,3,0,0,Unknown
1391029977,307205948089438000,255551579,2178941,8,0,0,Istanbul
1391029976,307208368412557000,14374686,1907668,7,0,0,Moscow
1391029976,307208938091323000,52198733,315824,6,0,0,Unknown
1391029975,307208980881604000,46628197,1371111,3,0,0,Kuala Lumpur
1391029975,307210278712512000,38336800,2125666,6,0,0,Singapore
1391029974,307210479510630000,97060600,1024648,9,0,0,Pacific Time (US & Canada)
1391029974,307211667161358000,1035330440,1588173,10,0,1,Casablanca
1391029973,307212320663289000,23654986,1920849,7,0,0,Atlantic Time (Canada)
1391029973,307212414586331000,611015350,1772341,7,0,0,Unknown
1391029972,307213133506830000,212601503,1204340,7,0,0,London
1391029972,307213834312089000,105612058,1217613,7,0,0,Berlin
1391029971,307213877450510000,473344102,1907668,4,0,0,London
1391029971,307214086704340000,951692364,1446714,10,0,0,Amsterdam
1391029970,307214406457110000,101892013,1024255,10,0,0,Unknown
1391029970,307214706404376000,129216569,19760,7,0,0,Quito
1391029969,307215370454958000,21364033,479968,1,0,0,Mexico City
1391029969,307215745950048000,290723335,2024432,5,0,0,Abu Dhabi
1391029968,307215754854551000,21364033,482599,2,0,0,Mexico City
1391029968,307215832252047000,210578035,1904996,7,0,0,Abu Dhabi
1391029967,307215903894933000,21364033,391198,3,0,0,Mexico City
1391029967,307217686432198000,17804393,780653,6,0,0,London
1391029966,307217868490153000,105640599,2608224,9,0,0,Greenland
1391029965,307220315531014000,376950898,1790886,5,0,0,Unknown
1391029965,307223035222568000,43891786,1433822,4,0,0,Sydney
1391029964,307223669975965000,188842126,1907668,9,0,0,Riyadh
1391029964,307224073161822000,148441678,1045658,8,0,0,Paris
1391029963,307224530772979000,42581917,913354,3,0,0,Greenland
1391029963,307224556668583000,520501429,1772341,7,0,0,Baghdad
1391029962,307224564025421000,299939146,762125,6,0,0,Quito
1391029962,307224938614493000,15166939,1276104,7,0,0,Nairobi
1391029961,307225159754973000,24282695,1640548,9,0,0,Unknown
1391029961,307225861504004000,15177439,1606378,6,0,0,London
1391029960,307226741875822000,21079957,205000,7,0,0,Amsterdam
1391029959,307227931988590000,96411864,1321860,2,0,0,Istanbul
1391029958,307229223788105000,186442153,95765,9,0,0,Quito
1391029958,307229900002185000,15132019,1386703,7,0,0,Amsterdam
1391029957,307231914216013000,271154584,1245526,9,0,0,Athens
1391029957,307231937204985000,22498604,1298649,5,0,0,London
1391029957,307232266181021000,15468781,1321870,9,0,0,London
1391029956,307232838296694000,36372507,2125608,10,0,0,Madrid
1391029956,307232873931472000,219732930,1321870,8,0,0,Quito
1391029955,307233411783868000,90130884,2400272,10,0,0,Nairobi
1391029955,307234193803444000,20064362,1853728,9,0,0,Brasilia
1391029954,307235053493161000,486948701,1428538,9,0,0,Unknown
1391029954,307235309752549000,304411832,1904996,8,1,0,Unknown
1391029953,307235509300781000,43785263,1024648,10,0,0,Riyadh
1391029953,307235574408953000,97459712,983213,5,0,0,London
1391029952,307236886936690000,397449062,1454029,8,0,0,Riyadh
1391029951,307237457479467000,248635032,1438173,7,0,0,London
1391029951,307239040443359000,15298116,85794,8,0,0,London
1391029950,307239160392060000,224620762,1024648,7,0,0,Unknown
1391029950,307239611548176000,376950898,2105044,1,0,0,Unknown
1391029949,307240251955482000,343533895,54331,10,0,0,London
1391029948,307241461970264000,973765087,2024432,9,0,0,Unknown
1391029947,307241806628802000,66723750,1277953,7,0,0,Berlin
1391029948,307241804137369000,243266040,1374992,5,0,0,Kuwait
1391029947,307242908828979000,152800233,1981677,7,0,0,London
1391029946,307243966888280000,196575930,1675434,9,0,0,Amsterdam
1391029946,307244219767087000,47310267,1790885,5,0,0,Bratislava
1391029945,307244250519724000,456461283,1904996,8,1,0,Unknown
1391029945,307244305158914000,47310267,1446192,6,0,0,Bratislava
1391029944,307244538001506000,57435432,1586265,5,0,0,Hawaii
1391029944,307244783460556000,367957509,1411697,9,0,0,Unknown
1391029943,307245146800545000,148699617,381442,10,0,0,Pacific Time (US & Canada)
1391029942,307245599621775000,230985233,1981677,5,0,0,Unknown
1391029942,307245698393460000,342038407,1922777,10,0,0,Kuwait
1391029941,307245826625896000,88009915,903624,8,0,0,Greenland
1391029941,307246016908910000,78335280,1540128,6,0,0,Istanbul
1391029940,307246347793338000,235678654,1707386,9,0,0,London
1391029940,307246844977745000,72884681,454876,8,0,0,Kyiv
1391029939,307247286071734000,23292427,1615147,8,0,0,London
1391029938,307248390964649000,20132782,1360860,8,0,0,London
1391029937,307249556956016000,250486804,343660,7,0,0,Pacific Time (US & Canada)
1391029937,307249856106360000,43668533,119396,7,0,0,Copenhagen
1391029936,307250478666891000,395912603,97733,7,0,0,Casablanca
1391029936,307250829205831000,19866763,2023587,7,0,0,Unknown
1391029935,307250882981027000,47343120,1623288,8,0,0,London
1391029935,307251190826168000,142614183,1397280,6,0,0,Amsterdam
1391029934,307251561933983000,212601503,1596365,5,0,0,London
1391029934,307252007524249000,82703451,1790885,8,0,0,Unknown
1391029933,307252026662871000,17987963,2244901,2,0,0,London
1391029933,307252080161210000,458847450,377062,8,0,0,London
1391029932,307252110834159000,148896624,371746,9,0,0,London
1391029931,307252326756909000,115189258,1428538,6,0,0,London
1391029931,307252361120858000,126262060,1748179,5,0,0,Tehran
1391029930,307252690839285000,596169027,245429,8,0,0,Baghdad
1391029930,307252853104324000,381422462,1764234,7,0,0,Unknown
1391029929,307253643235688000,279028310,2177511,7,0,0,Riyadh
1391029929,307253975009333000,157612458,1013753,7,0,0,Unknown
1391029928,307254420775792000,96717009,1258972,6,0,0,Unknown
1391029928,307254451570364000,124462358,443272,8,0,0,Amsterdam
1391029927,307254681103642000,91103330,1024648,10,0,0,Alaska
1391029926,307254881129992000,41925614,1568338,7,0,0,London
1391029926,307256173164371000,18074586,1707386,7,0,0,Cairo
1391029925,307256331008614000,89911531,1656190,5,0,0,Unknown
1391029924,307256449854218000,310516190,1024648,8,0,0,Unknown
1391029924,307259277515567000,239547057,1615147,7,0,0,Istanbul
1391029922,307261699109572000,20422186,417148,6,0,0,London
1391029922,307261809314914000,20422186,1606378,7,0,0,London
1391029921,307261914700980000,256016923,1764651,5,0,0,Unknown
1391029920,307262444953276000,408955287,948470,6,0,0,Riyadh
1391029920,307262458853216000,220129182,1790885,6,0,0,Moscow
1391029051,307262588306219000,327266260,452623,8,0,0,Unknown
1391029050,307263130570989000,75308157,1795702,9,0,0,Amsterdam
1391029050,307263348150525000,97976056,1840417,7,0,0,Unknown
1391029049,307264240006352000,97976056,1547234,7,0,0,Unknown
1391029049,307264880396861000,265547067,1707386,8,0,0,Greenland
1391029047,307265009237495000,90367782,118571,7,0,0,London
1391029046,307265555893727000,96269898,1024648,8,0,0,Kuwait
1391029045,307265605386514000,97976056,1855199,8,0,0,Unknown
1391029045,307265656280215000,415542987,1596350,7,0,0,Unknown
1391029044,307265813629517000,448041545,1212450,8,0,0,Lisbon
1391029042,307267042296348000,461026408,1853728,9,0,0,Unknown
1391029042,307268940709638000,600317970,93389,9,0,0,Amsterdam
1391029041,307268952801828000,19039635,95631,10,0,0,Hawaii
1391029041,307269281190666000,20331863,190590,7,0,0,Unknown
1391029040,307269328649211000,200470184,302886,9,0,0,Dublin
1391029040,307269543703752000,53379103,74958,9,0,0,London
1391029039,307270750287589000,282846369,2024432,9,0,0,Riyadh
1391029038,307270790540304000,549311108,2023587,7,0,0,Unknown
1391029038,307270995159445000,282846369,1904996,8,0,0,Riyadh
1391029038,307271669242802000,346622591,112864,8,0,0,Unknown
1391029037,307272277827928000,22073692,2459022,7,0,0,Indiana (East)
1391029036,307272325512970000,29190462,1922777,6,0,0,London
1391029036,307272800408858000,132478417,1448755,8,0,0,Amsterdam
1391029035,307273237975429000,205834148,1374992,7,0,0,Rome
1391029035,307273248427622000,193767639,1904996,7,0,0,Cairo
1391029034,307273390769709000,151929181,105695,10,0,0,Riyadh
1391029034,307273751958024000,203971156,1649419,7,0,0,Riyadh
1391029033,307275155472781000,79584554,1045658,7,0,0,Riyadh
1391029033,307275285773029000,103543666,2109184,8,0,0,London
1391029032,307275640074272000,286577679,1772341,8,0,0,Riyadh
1391029032,307275953606897000,82112373,13427,3,0,0,Mexico City
1391029031,307276024377405000,344684430,144084,8,0,0,London
1391029031,307276356461395000,121246530,1853728,9,0,0,Unknown
1391029030,307276910554140000,264918134,79871,9,0,0,London
1391029029,307277523702661000,75176165,335345,7,0,0,Riyadh
1391029029,307277929077944000,152760435,265349,8,0,0,London
1391029028,307279241148518000,142029751,1024648,8,0,0,Unknown
1391029028,307279682930364000,285048396,75314,8,0,0,Baghdad
1391029027,307279969300672000,13111002,217505,7,0,0,Helsinki
1391029027,307280181041696000,50726341,1428538,5,0,0,London
1391029026,307280266928472000,22928763,1244754,8,0,0,Central Time (US & Canada)
1391029026,307281161611272000,227411792,817177,7,0,0,Cairo
1391029025,307282486906482000,103710095,1853728,9,0,0,London
1391029024,307282712002166000,68390388,1316536,9,0,0,Unknown
1391029024,307283243147853000,349051420,1386932,9,0,0,Quito
1391029023,307283555560599000,123196994,477302,9,0,0,Istanbul
1391029022,307284331271962000,29011922,169547,10,0,0,Pacific Time (US & Canada)
1391029022,307284475727998000,29011922,1182345,10,0,0,Pacific Time (US & Canada)
1391029021,307284551418408000,570287486,265349,8,0,0,Unknown
1391029020,307285391239680000,19150595,1859650,5,0,0,London
1391029020,307285567102664000,630574445,1981677,7,0,0,Amsterdam
1391029019,307287363942498000,298598540,890885,8,0,0,Athens
1391029019,307287952336224000,49066665,1033575,9,0,0,London
1391029018,307288114706137000,310459384,2126362,7,0,0,Unknown
1391029018,307290704906969000,27350482,90264,5,0,0,Edinburgh
1391029017,307291490286174000,25348781,1117385,8,0,0,London
1391029017,307291661665435000,25348781,120586,10,0,0,London
1391029016,307291719777525000,25348781,137523,10,0,0,London
1391029016,307291849733840000,25348781,111161,10,0,0,London
1391029015,307292190797869000,25348781,172495,9,0,0,London
1391029015,307292369022222000,25348781,448134,10,0,0,London
1391029014,307292584768847000,42514592,286716,9,0,0,Unknown
1391029013,307293604660015000,61520371,2036376,4,0,0,Mexico City
1391029013,307294375321432000,18835523,1922777,8,0,0,London
1391029012,307295028965953000,25348781,187078,9,0,0,London
1391029012,307295373251203000,241681339,1602620,7,0,0,Riyadh
1391029011,307295686267916000,34215847,319061,8,0,0,Copenhagen
1391029011,307296041676451000,244348955,1790885,7,0,0,Riyadh
1391029010,307296241904136000,446657516,405094,8,0,1,Unknown
1391029010,307296364512018000,322497690,1649419,10,0,0,Riyadh
1391029009,307298422136926000,56330293,1114740,5,0,0,Istanbul
1391029009,307298715956305000,519910434,1763303,2,0,0,Kuwait
1391029008,307303477024002000,30435440,1649419,9,0,0,Madrid
1391029007,307303921569914000,254980463,1663321,10,0,0,Central Time (US & Canada)
1391029007,307305518807011000,321668767,1234719,6,0,0,Caracas
1391029006,307308642384900000,181044275,1245526,9,0,0,Riyadh
1391029005,307308980953300000,181044275,848228,8,0,0,Riyadh
1391029005,307309025492606000,166991361,975645,7,0,0,Eastern Time (US & Canada)
1391029004,307309138860470000,55015818,443272,6,0,0,Pacific Time (US & Canada)
1391029004,307309472286654000,21129084,1907668,9,0,0,Eastern Time (US & Canada)
1391029003,307310172148211000,9054782,110912,10,0,0,Brasilia
1391029003,307310546577928000,392588678,189192,7,0,0,Unknown
1391029002,307310793593073000,24729979,1606378,6,0,0,Brasilia
1391029002,307311013466873000,24729979,1045658,9,0,0,Brasilia
1391029001,307311766956814000,99624309,1549920,5,0,0,Central Time (US & Canada)
1391029001,307311830836060000,24729979,1024648,9,0,0,Brasilia
1391029000,307312227470413000,17575382,1219289,8,0,0,Berlin
1391029000,307312364783538000,24729979,1815708,3,0,0,Brasilia
1391028999,307312514281132000,24729979,1667310,7,0,0,Brasilia
1391028999,307312730233253000,24729979,1853728,8,0,0,Brasilia
1391028998,307313064640905000,24729979,1568337,7,0,0,Brasilia
1391028998,307313220136357000,282846949,1212450,9,0,0,Unknown
1391028997,307313498633953000,258456543,1792647,9,1,1,La Paz
1391028997,307313885545897000,24729979,460791,8,0,0,Brasilia
1391028996,307315350440120000,221617176,265459,6,0,0,Pacific Time (US & Canada)
1391028996,307315447789920000,53728837,882977,10,0,0,Pacific Time (US & Canada)
1391028995,307315540974764000,56035942,1077368,6,0,0,New Delhi
1391028995,307317378415472000,278797232,1559547,1,0,0,Unknown
1391028994,307317965488009000,359959782,1024648,8,0,0,Unknown
1391028993,307318308036820000,22869419,1649419,9,0,0,Riyadh
1391028993,307318880035028000,45105073,371746,8,0,0,Central Time (US & Canada)
1391028992,307318975870681000,45105073,1228705,7,0,0,Central Time (US & Canada)
1391028992,307319065544892000,45105073,800369,7,0,0,Central Time (US & Canada)
1391028991,307319154556432000,45105073,458339,7,0,0,Central Time (US & Canada)
1391028991,307319577963012000,152701191,1549920,5,0,0,Atlantic Time (Canada)
1391028990,307319699451035000,152701191,1792647,9,1,0,Atlantic Time (Canada)
1391028990,307321059219230000,27103048,106489,9,0,0,Unknown
1391028989,307321954879283000,190537636,1013752,6,0,0,Riyadh
1391028989,307321965113405000,162407269,1772341,7,0,0,Eastern Time (US & Canada)
1391028988,307324155638996000,147775272,1024648,10,0,0,Eastern Time (US & Canada)
1391028988,307324374782967000,101657163,1242432,6,0,0,Mexico City
1391028987,307325483949891000,29994990,477302,8,0,0,London
1391028987,307328212818612000,44644692,1045658,8,0,0,Lisbon
1391028986,307328381228294000,44644692,454876,7,0,0,Lisbon
1391028986,307329687519113000,740933,63462,10,0,0,Pacific Time (US & Canada)
1391028985,307329949851873000,100840195,95956,8,0,0,Eastern Time (US & Canada)
1391028984,307337389041405000,22542456,1074638,8,0,0,Unknown
1391028984,307337669090893000,343033726,1560747,9,0,0,Unknown
1391028983,307339767505379000,42345133,817177,8,0,0,Seoul
1391028983,307341728090828000,346881116,120689,5,0,0,Riyadh
1391028982,307341962577604000,235966759,454876,10,1,0,Greenland
1391028982,307343186353860000,585716899,454876,10,1,0,New Caledonia
1391028981,307343245145407000,10054292,1428538,4,0,0,Bogota
1391028980,307344318694293000,158567200,381061,9,0,0,Central Time (US & Canada)
1391028980,307345199712067000,40516286,1599348,7,0,0,Quito
1391028979,307348865458270000,45084192,1371111,6,0,0,Jakarta
1391028978,307349778801500000,240808367,1405365,10,0,0,Atlantic Time (Canada)
1391028978,307350900123504000,33303748,454876,4,0,0,Central Time (US & Canada)
1391028977,307351613884989000,323032712,1602620,7,0,0,Central America
1391028977,307352628495527000,350329471,1560747,10,0,0,Unknown
1391028976,307354279751061000,31220726,1814836,8,0,0,London
1391028975,307355811024343000,1018760935,1276104,8,0,0,Central Time (US & Canada)
1391028974,307356437888253000,174422852,1343727,7,0,0,Eastern Time (US & Canada)
1391028974,307358641097420000,92142272,1321870,6,0,0,Mountain Time (US & Canada)
1391028973,307358986481573000,29273120,65724,8,0,0,Moscow
1391028973,307360086131605000,31444767,1658837,9,0,0,Caracas
1391028972,307360850325422000,50356171,2124803,9,0,0,Central Time (US & Canada)
1391028972,307362781345243000,217974163,1659337,9,0,1,Central Time (US & Canada)
1391028971,307362994545893000,28688324,1855199,8,0,0,Unknown
1391028971,307364430457483000,81468359,1853728,8,0,0,Bogota
1391028970,307365835209576000,19716688,1351685,8,0,0,Eastern Time (US & Canada)
1391028970,307368976504197000,156711368,1659337,8,0,0,Athens
1391028969,307369762630033000,108470824,1584016,8,0,0,Pacific Time (US & Canada)
1391028968,307370375174557000,47938414,1234548,6,0,0,Bucharest
1391028968,307375772367204000,59807283,1045658,10,0,0,Central Time (US & Canada)
1391028967,307378556395200000,207502674,1024648,10,0,0,Quito
1391028967,307378795520864000,30075330,1045658,8,0,0,Istanbul
1391028966,307380449020370000,121634112,443272,7,0,0,Alaska
1391028966,307381321376886000,227636902,1659337,8,0,0,Unknown
1391028965,307381345699635000,262666513,1351685,10,0,0,Riyadh
1391028964,307383384441774000,17767582,457655,10,0,0,Central Time (US & Canada)
1391028964,307383785702449000,468670751,1017464,7,0,0,Casablanca
1391028963,307384163395325000,70224128,2034139,10,0,0,Quito
1391028963,307384465519419000,243968153,903624,9,0,0,Eastern Time (US & Canada)
1391028962,307384679768682000,256270901,67185,8,0,0,Mountain Time (US & Canada)
1391028962,307387274323173000,34438457,1596350,7,0,0,Central Time (US & Canada)
1391028961,307388156334985000,219656374,2082415,7,0,0,London
1391028961,307390171203112000,22498604,1185616,7,0,0,London
1391028960,307390423129800000,42153620,1334260,8,0,0,Bangkok
1391028099,307393917282816000,301881686,1742336,9,0,0,Unknown
1391028099,307394059356483000,301881686,436689,9,0,1,Unknown
1391028098,307396442845220000,26959381,1606378,5,0,0,Wellington
1391028098,307396908702384000,243778972,882977,6,0,0,Kuwait
1391028097,307397823001927000,168300398,324216,7,0,0,Amsterdam
1391028097,307398951559118000,103543666,274558,8,0,0,London
1391028096,307401722005950000,182949548,1441912,8,0,0,Unknown
1391028096,307403192457629000,535036533,1228987,8,0,0,Atlantic Time (Canada)
1391028095,307403398263742000,535036533,822854,10,0,0,Atlantic Time (Canada)
1391028095,307403672944529000,535036533,111161,10,0,0,Atlantic Time (Canada)
1391028094,307403720558268000,535036533,110912,10,0,0,Atlantic Time (Canada)
1391028094,307403774899658000,535036533,137523,10,0,0,Atlantic Time (Canada)
1391028093,307403816880451000,535036533,73486,10,0,0,Atlantic Time (Canada)
1391028093,307403886510092000,535036533,99685,10,0,0,Atlantic Time (Canada)
1391028092,307403935201783000,535036533,109830,10,0,0,Atlantic Time (Canada)
1391028092,307404011835887000,535036533,114814,9,0,0,Atlantic Time (Canada)
1391028092,307404131662966000,535036533,169547,10,0,0,Atlantic Time (Canada)
1391028091,307404204383805000,535036533,120689,10,0,0,Atlantic Time (Canada)
1391028091,307404346700730000,535036533,208092,10,0,0,Atlantic Time (Canada)
1391028089,307404400610127000,535036533,361748,9,0,0,Atlantic Time (Canada)
1391028088,307404487381884000,535036533,118715,10,0,0,Atlantic Time (Canada)
1391028088,307404575827185000,535036533,64115,10,0,0,Atlantic Time (Canada)
1391028087,307404651974782000,535036533,119217,10,0,0,Atlantic Time (Canada)
1391028087,307404740650737000,535036533,469494,10,0,0,Atlantic Time (Canada)
1391028086,307404877984849000,291722239,1853728,10,0,0,Berlin
1391028086,307405041885659000,535036533,319061,8,0,0,Atlantic Time (Canada)
1391028085,307405351366582000,535036533,472062,9,0,0,Atlantic Time (Canada)
1391028085,307409023538442000,318036583,1606378,5,0,0,Athens
1391028084,307409313423585000,29413015,384806,6,0,0,Jakarta
1391028084,307411628893282000,69986943,454876,8,0,0,Amsterdam
1391028083,307420190726053000,338231824,119715,8,0,0,Unknown
1391028083,307420599230296000,360103312,1606378,10,0,0,Riyadh
1391028082,307423152319905000,38637284,840361,7,0,0,Edinburgh
1391028081,307426139230588000,258950248,841044,7,0,0,Unknown
1391028080,307426366226325000,258950248,1904996,2,0,0,Unknown
1391028080,307426924383322000,8295012,381849,6,0,0,Eastern Time (US & Canada)
1391028079,307428334223097000,636009780,327056,8,0,0,Unknown
1391028079,307430783642136000,42153620,1259521,8,0,0,Bangkok
1391028078,307430948759289000,98177081,1068646,7,0,0,Sofia
1391028076,307431620888109000,26250035,1907668,7,0,0,Baghdad
1391028076,307431807035518000,56397995,1045658,10,0,1,Singapore
1391028075,307432550568177000,532382977,1024648,6,0,0,Abu Dhabi
1391028075,307434553964896000,304411832,454876,6,1,0,Unknown
1391028074,307434996581416000,428410169,454876,6,1,0,Unknown
1391028074,307438005180854000,276168844,31381,9,0,0,Unknown
1391028073,307439424810147000,176175850,1659337,9,0,0,Amsterdam
1391028072,307440028567617000,89632463,111161,8,0,0,Melbourne
1391028071,307440200232075000,27662592,1545759,9,0,0,Prague
1391028071,307441927375171000,49292121,1024648,6,0,0,Santiago
1391028070,307444469651873000,124670134,1598828,5,0,0,Unknown
1391028070,307445559264960000,467538445,1838571,6,0,0,Eastern Time (US & Canada)
1391028069,307446022622294000,63085289,477302,7,0,0,Riyadh
1391028069,307447547667025000,226564413,268126,10,0,0,Unknown
1391028068,307448617365553000,301881686,269483,6,0,0,Unknown
1391028068,307450039368835000,23346581,1655442,8,0,0,London
1391028067,307450593893556000,306187641,169547,9,0,0,Mountain Time (US & Canada)
1391028067,307453616032198000,55557381,1392170,7,0,0,Sydney
1391028066,307453629370093000,509771112,67185,9,0,0,Canberra
1391028066,307457730166280000,117774551,1922777,7,0,0,Kuwait
1391028065,307457771048140000,230985233,1637725,8,0,0,Unknown
1391028065,307458746676830000,113636735,1904996,4,0,0,Kuwait
1391028064,307461041523150000,162222753,1790885,6,0,0,Brussels
1391028064,307461102520922000,162222753,1045658,8,0,0,Brussels
1391028063,307462268600332000,19998718,1024648,8,0,0,Eastern Time (US & Canada)
1391028063,307462867941199000,330616155,1440129,7,0,0,Unknown
1391028061,307463395790168000,492915903,2229842,9,1,1,Chennai
1391028062,307463393370066000,219998203,903624,9,0,0,Riyadh
1391028061,307464771630923000,26250035,1024648,8,0,0,Baghdad
1391028060,307465902142668000,482288149,1058017,10,0,0,Unknown
1391028060,307469847946752000,43816379,1907668,6,0,0,Tokyo
1391028059,307471085065105000,224838694,1659337,8,0,0,Riyadh
1391028059,307472032227028000,38365659,1462041,7,0,0,Brisbane
1391028058,307473130362920000,155230046,1673434,5,0,0,Quito
1391028057,307473584027209000,37358077,1045658,8,0,0,Jakarta
1391028057,307475266337382000,86182303,1045658,8,0,0,Mountain Time (US & Canada)
1391028056,307475498932523000,217282473,1853728,9,0,0,Quito
1391028056,307476691910021000,301881686,1033575,8,0,0,Unknown
1391028055,307477196874858000,59493897,1446192,7,0,0,London
1391028055,307478250442076000,326995662,1107837,5,0,0,Istanbul
1391028054,307478624062296000,179203332,454876,9,0,0,Amsterdam
1391028054,307481262787014000,420480986,187393,7,0,0,Unknown
1391028053,307481888853983000,971429113,430922,7,0,0,Unknown
1391028052,307481965714628000,7663672,1446714,7,0,0,Taipei
1391028052,307483532178100000,4103251,1748122,8,0,0,Tokyo
1391028051,307483731730513000,126262060,1194173,6,0,0,Tehran
1391028047,307486060252893000,28525435,2316465,7,0,1,Riga
1391028046,307487259928711000,260189074,1798188,8,0,0,Kuwait
1391028045,307489062032375000,94789820,21884,8,0,0,Unknown
1391028044,307489718294179000,97567084,1853728,10,0,0,Pacific Time (US & Canada)
1391028044,307489830743441000,69880589,1351685,7,0,0,Jakarta
